Year,Combination,Score,Frequency
2022,D01,6.05,10
2022,D01,6.050000000000001,6
2022,D01,6.1,11
2022,D01,6.1499999999999995,1
2022,D01,6.15,9
2022,D01,6.17,1
2022,D01,6.199999999999999,5
2022,D01,6.2,7
2022,D01,6.25,15
2022,D01,6.3,15
2022,D01,6.300000000000001,6
2022,D01,6.35,16
2022,D01,6.3500000000000005,7
2022,D01,6.3999999999999995,4
2022,D01,6.4,12
2022,D01,6.449999999999999,6
2022,D01,6.45,10
2022,D01,6.5,30
2022,D01,6.55,15
2022,D01,6.550000000000001,10
2022,D01,6.58,1
2022,D01,6.6,19
2022,D01,6.6000000000000005,6
2022,D01,6.6499999999999995,5
2022,D01,6.65,25
2022,D01,6.699999999999999,16
2022,D01,6.7,17
2022,D01,6.75,35
2022,D01,6.77,1
2022,D01,6.8,20
2022,D01,6.800000000000001,12
2022,D01,6.85,29
2022,D01,6.8500000000000005,6
2022,D01,6.8999999999999995,12
2022,D01,6.9,34
2022,D01,6.949999999999999,12
2022,D01,6.95,23
2022,D01,7.0,40
2022,D01,7.03,1
2022,D01,7.05,27
2022,D01,7.050000000000001,8
2022,D01,7.07,1
2022,D01,7.1,45
2022,D01,7.1000000000000005,5
2022,D01,7.1499999999999995,9
2022,D01,7.15,32
2022,D01,7.199999999999999,23
2022,D01,7.2,28
2022,D01,7.25,61
2022,D01,7.3,32
2022,D01,7.300000000000001,23
2022,D01,7.33,1
2022,D01,7.35,48
2022,D01,7.3500000000000005,18
2022,D01,7.38,1
2022,D01,7.3999999999999995,15
2022,D01,7.4,61
2022,D01,7.42,1
2022,D01,7.449999999999999,16
2022,D01,7.45,44
2022,D01,7.5,87
2022,D01,7.5200000000000005,1
2022,D01,7.55,42
2022,D01,7.550000000000001,26
2022,D01,7.569999999999999,1
2022,D01,7.57,1
2022,D01,7.6,64
2022,D01,7.6000000000000005,11
2022,D01,7.62,1
2022,D01,7.6499999999999995,13
2022,D01,7.65,70
2022,D01,7.68,1
2022,D01,7.699999999999999,37
2022,D01,7.7,51
2022,D01,7.72,1
2022,D01,7.75,86
2022,D01,7.8,65
2022,D01,7.800000000000001,39
2022,D01,7.83,1
2022,D01,7.85,75
2022,D01,7.8500000000000005,19
2022,D01,7.8999999999999995,21
2022,D01,7.9,82
2022,D01,7.949999999999999,42
2022,D01,7.95,72
2022,D01,7.98,1
2022,D01,8.0,124
2022,D01,8.049999999999999,4
2022,D01,8.05,136
2022,D01,8.07,1
2022,D01,8.08,1
2022,D01,8.1,106
2022,D01,8.100000000000001,29
2022,D01,8.149999999999999,18
2022,D01,8.15,117
2022,D01,8.18,1
2022,D01,8.2,119
2022,D01,8.200000000000001,12
2022,D01,8.219999999999999,1
2022,D01,8.25,128
2022,D01,8.27,1
2022,D01,8.299999999999999,2
2022,D01,8.3,175
2022,D01,8.35,108
2022,D01,8.350000000000001,32
2022,D01,8.36,1
2022,D01,8.38,4
2022,D01,8.399999999999999,10
2022,D01,8.4,165
2022,D01,8.42,2
2022,D01,8.43,1
2022,D01,8.45,146
2022,D01,8.450000000000001,8
2022,D01,8.48,1
2022,D01,8.5,163
2022,D01,8.52,2
2022,D01,8.549999999999999,2
2022,D01,8.55,160
2022,D01,8.6,154
2022,D01,8.600000000000001,47
2022,D01,8.649999999999999,25
2022,D01,8.65,172
2022,D01,8.7,224
2022,D01,8.700000000000001,12
2022,D01,8.72,1
2022,D01,8.75,225
2022,D01,8.77,3
2022,D01,8.78,1
2022,D01,8.799999999999999,6
2022,D01,8.8,246
2022,D01,8.83,2
2022,D01,8.85,196
2022,D01,8.850000000000001,38
2022,D01,8.860000000000001,1
2022,D01,8.870000000000001,1
2022,D01,8.88,2
2022,D01,8.899999999999999,31
2022,D01,8.9,250
2022,D01,8.93,1
2022,D01,8.95,230
2022,D01,8.950000000000001,17
2022,D01,8.96,1
2022,D01,8.969999999999999,1
2022,D01,8.97,1
2022,D01,8.98,2
2022,D01,9.0,313
2022,D01,9.02,1
2022,D01,9.049999999999999,3
2022,D01,9.05,260
2022,D01,9.1,229
2022,D01,9.100000000000001,54
2022,D01,9.12,1
2022,D01,9.120000000000001,2
2022,D01,9.129999999999999,1
2022,D01,9.149999999999999,31
2022,D01,9.15,230
2022,D01,9.18,1
2022,D01,9.2,310
2022,D01,9.200000000000001,31
2022,D01,9.219999999999999,2
2022,D01,9.22,1
2022,D01,9.23,3
2022,D01,9.25,295
2022,D01,9.28,1
2022,D01,9.280000000000001,1
2022,D01,9.299999999999999,6
2022,D01,9.3,352
2022,D01,9.32,2
2022,D01,9.35,230
2022,D01,9.350000000000001,56
2022,D01,9.37,1
2022,D01,9.379999999999999,2
2022,D01,9.38,1
2022,D01,9.399999999999999,64
2022,D01,9.4,348
2022,D01,9.43,2
2022,D01,9.45,323
2022,D01,9.450000000000001,30
2022,D01,9.47,3
2022,D01,9.48,2
2022,D01,9.5,397
2022,D01,9.52,1
2022,D01,9.530000000000001,1
2022,D01,9.549999999999999,2
2022,D01,9.55,362
2022,D01,9.57,1
2022,D01,9.58,1
2022,D01,9.6,368
2022,D01,9.600000000000001,87
2022,D01,9.62,1
2022,D01,9.629999999999999,1
2022,D01,9.63,1
2022,D01,9.649999999999999,55
2022,D01,9.65,314
2022,D01,9.67,3
2022,D01,9.68,2
2022,D01,9.7,389
2022,D01,9.700000000000001,51
2022,D01,9.72,2
2022,D01,9.73,1
2022,D01,9.75,351
2022,D01,9.77,4
2022,D01,9.799999999999999,24
2022,D01,9.8,505
2022,D01,9.82,4
2022,D01,9.83,2
2022,D01,9.85,326
2022,D01,9.850000000000001,102
2022,D01,9.86,2
2022,D01,9.87,1
2022,D01,9.879999999999999,1
2022,D01,9.899999999999999,65
2022,D01,9.9,396
2022,D01,9.92,5
2022,D01,9.93,1
2022,D01,9.930000000000001,1
2022,D01,9.95,372
2022,D01,9.950000000000001,40
2022,D01,9.969999999999999,1
2022,D01,9.97,2
2022,D01,9.979999999999999,1
2022,D01,9.98,1
2022,D01,10.0,570
2022,D01,10.02,3
2022,D01,10.030000000000001,4
2022,D01,10.049999999999999,24
2022,D01,10.05,439
2022,D01,10.07,3
2022,D01,10.08,2
2022,D01,10.1,440
2022,D01,10.100000000000001,151
2022,D01,10.120000000000001,1
2022,D01,10.13,2
2022,D01,10.149999999999999,87
2022,D01,10.15,402
2022,D01,10.16,1
2022,D01,10.17,3
2022,D01,10.18,4
2022,D01,10.2,640
2022,D01,10.200000000000001,46
2022,D01,10.219999999999999,1
2022,D01,10.23,2
2022,D01,10.25,563
2022,D01,10.27,2
2022,D01,10.28,1
2022,D01,10.280000000000001,2
2022,D01,10.299999999999999,22
2022,D01,10.3,562
2022,D01,10.35,419
2022,D01,10.350000000000001,141
2022,D01,10.360000000000001,1
2022,D01,10.37,3
2022,D01,10.370000000000001,4
2022,D01,10.379999999999999,1
2022,D01,10.399999999999999,179
2022,D01,10.4,551
2022,D01,10.42,5
2022,D01,10.45,502
2022,D01,10.450000000000001,95
2022,D01,10.46,2
2022,D01,10.47,1
2022,D01,10.48,3
2022,D01,10.5,688
2022,D01,10.51,1
2022,D01,10.52,2
2022,D01,10.53,1
2022,D01,10.549999999999999,28
2022,D01,10.55,594
2022,D01,10.58,4
2022,D01,10.6,573
2022,D01,10.600000000000001,202
2022,D01,10.62,1
2022,D01,10.620000000000001,3
2022,D01,10.629999999999999,1
2022,D01,10.63,1
2022,D01,10.649999999999999,172
2022,D01,10.65,523
2022,D01,10.67,1
2022,D01,10.680000000000001,1
2022,D01,10.7,606
2022,D01,10.700000000000001,124
2022,D01,10.719999999999999,1
2022,D01,10.729999999999999,1
2022,D01,10.73,4
2022,D01,10.75,632
2022,D01,10.77,5
2022,D01,10.78,1
2022,D01,10.780000000000001,4
2022,D01,10.799999999999999,131
2022,D01,10.8,732
2022,D01,10.82,2
2022,D01,10.83,3
2022,D01,10.84,1
2022,D01,10.85,459
2022,D01,10.850000000000001,301
2022,D01,10.86,1
2022,D01,10.879999999999999,1
2022,D01,10.88,1
2022,D01,10.899999999999999,210
2022,D01,10.9,606
2022,D01,10.92,3
2022,D01,10.920000000000002,2
2022,D01,10.93,2
2022,D01,10.95,603
2022,D01,10.950000000000001,124
2022,D01,10.96,2
2022,D01,10.969999999999999,4
2022,D01,10.979999999999999,1
2022,D01,10.98,3
2022,D01,11.0,924
2022,D01,11.02,2
2022,D01,11.03,2
2022,D01,11.030000000000001,2
2022,D01,11.049999999999999,110
2022,D01,11.05,637
2022,D01,11.07,1
2022,D01,11.079999999999998,1
2022,D01,11.08,2
2022,D01,11.080000000000002,1
2022,D01,11.1,580
2022,D01,11.100000000000001,334
2022,D01,11.11,1
2022,D01,11.120000000000001,1
2022,D01,11.129999999999999,1
2022,D01,11.13,2
2022,D01,11.149999999999999,199
2022,D01,11.15,604
2022,D01,11.169999999999998,1
2022,D01,11.17,2
2022,D01,11.170000000000002,1
2022,D01,11.18,7
2022,D01,11.2,853
2022,D01,11.200000000000001,176
2022,D01,11.219999999999999,3
2022,D01,11.22,1
2022,D01,11.23,4
2022,D01,11.25,920
2022,D01,11.26,1
2022,D01,11.260000000000002,1
2022,D01,11.27,4
2022,D01,11.270000000000001,1
2022,D01,11.28,1
2022,D01,11.280000000000001,2
2022,D01,11.299999999999999,136
2022,D01,11.3,810
2022,D01,11.319999999999999,1
2022,D01,11.32,6
2022,D01,11.33,3
2022,D01,11.330000000000002,1
2022,D01,11.35,568
2022,D01,11.350000000000001,285
2022,D01,11.36,2
2022,D01,11.37,2
2022,D01,11.370000000000001,2
2022,D01,11.379999999999999,2
2022,D01,11.38,1
2022,D01,11.399999999999999,406
2022,D01,11.4,739
2022,D01,11.419999999999998,2
2022,D01,11.42,3
2022,D01,11.420000000000002,1
2022,D01,11.43,3
2022,D01,11.45,730
2022,D01,11.450000000000001,217
2022,D01,11.46,1
2022,D01,11.469999999999999,5
2022,D01,11.47,1
2022,D01,11.48,1
2022,D01,11.5,1063
2022,D01,11.51,1
2022,D01,11.52,2
2022,D01,11.53,3
2022,D01,11.530000000000001,1
2022,D01,11.549999999999999,129
2022,D01,11.55,806
2022,D01,11.559999999999999,1
2022,D01,11.57,6
2022,D01,11.58,5
2022,D01,11.6,835
2022,D01,11.600000000000001,496
2022,D01,11.62,1
2022,D01,11.620000000000001,4
2022,D01,11.629999999999999,4
2022,D01,11.63,3
2022,D01,11.649999999999999,377
2022,D01,11.65,658
2022,D01,11.66,1
2022,D01,11.669999999999998,2
2022,D01,11.67,1
2022,D01,11.670000000000002,1
2022,D01,11.68,4
2022,D01,11.680000000000001,2
2022,D01,11.7,841
2022,D01,11.700000000000001,246
2022,D01,11.709999999999999,2
2022,D01,11.71,2
2022,D01,11.719999999999999,1
2022,D01,11.72,1
2022,D01,11.729999999999999,1
2022,D01,11.73,6
2022,D01,11.75,940
2022,D01,11.77,1
2022,D01,11.770000000000001,1
2022,D01,11.78,2
2022,D01,11.780000000000001,2
2022,D01,11.799999999999999,253
2022,D01,11.8,1062
2022,D01,11.82,3
2022,D01,11.829999999999998,3
2022,D01,11.83,7
2022,D01,11.830000000000002,2
2022,D01,11.85,701
2022,D01,11.850000000000001,494
2022,D01,11.860000000000001,1
2022,D01,11.87,4
2022,D01,11.870000000000001,3
2022,D01,11.879999999999999,1
2022,D01,11.899999999999999,444
2022,D01,11.9,794
2022,D01,11.91,1
2022,D01,11.919999999999998,1
2022,D01,11.92,3
2022,D01,11.920000000000002,1
2022,D01,11.93,3
2022,D01,11.95,880
2022,D01,11.950000000000001,238
2022,D01,11.96,1
2022,D01,11.969999999999999,2
2022,D01,11.979999999999999,2
2022,D01,11.98,3
2022,D01,12.0,1471
2022,D01,12.01,1
2022,D01,12.02,2
2022,D01,12.020000000000001,1
2022,D01,12.03,2
2022,D01,12.030000000000001,4
2022,D01,12.049999999999999,221
2022,D01,12.05,935
2022,D01,12.06,1
2022,D01,12.069999999999999,3
2022,D01,12.07,3
2022,D01,12.079999999999998,3
2022,D01,12.08,2
2022,D01,12.080000000000002,2
2022,D01,12.09,1
2022,D01,12.099999999999998,2
2022,D01,12.1,826
2022,D01,12.100000000000001,554
2022,D01,12.11,1
2022,D01,12.110000000000001,1
2022,D01,12.12,1
2022,D01,12.120000000000001,2
2022,D01,12.129999999999999,3
2022,D01,12.13,4
2022,D01,12.149999999999999,372
2022,D01,12.15,742
2022,D01,12.17,3
2022,D01,12.18,3
2022,D01,12.180000000000001,1
2022,D01,12.2,1277
2022,D01,12.200000000000001,334
2022,D01,12.219999999999999,4
2022,D01,12.229999999999999,3
2022,D01,12.23,3
2022,D01,12.25,1259
2022,D01,12.260000000000002,1
2022,D01,12.27,3
2022,D01,12.270000000000001,1
2022,D01,12.28,2
2022,D01,12.280000000000001,6
2022,D01,12.299999999999999,253
2022,D01,12.3,1218
2022,D01,12.309999999999999,1
2022,D01,12.319999999999999,1
2022,D01,12.32,3
2022,D01,12.329999999999998,1
2022,D01,12.33,3
2022,D01,12.35,710
2022,D01,12.350000000000001,515
2022,D01,12.36,1
2022,D01,12.37,2
2022,D01,12.370000000000001,2
2022,D01,12.379999999999999,2
2022,D01,12.38,1
2022,D01,12.399999999999999,654
2022,D01,12.4,1020
2022,D01,12.41,1
2022,D01,12.42,2
2022,D01,12.420000000000002,2
2022,D01,12.43,7
2022,D01,12.430000000000001,1
2022,D01,12.45,1048
2022,D01,12.450000000000001,321
2022,D01,12.459999999999999,1
2022,D01,12.46,1
2022,D01,12.469999999999999,3
2022,D01,12.47,5
2022,D01,12.479999999999999,1
2022,D01,12.48,4
2022,D01,12.5,1600
2022,D01,12.52,3
2022,D01,12.520000000000001,1
2022,D01,12.53,7
2022,D01,12.530000000000001,2
2022,D01,12.549999999999999,262
2022,D01,12.55,1032
2022,D01,12.559999999999999,1
2022,D01,12.57,3
2022,D01,12.58,8
2022,D01,12.580000000000002,1
2022,D01,12.6,1043
2022,D01,12.600000000000001,734
2022,D01,12.62,2
2022,D01,12.620000000000001,5
2022,D01,12.629999999999999,2
2022,D01,12.63,3
2022,D01,12.649999999999999,553
2022,D01,12.65,909
2022,D01,12.66,1
2022,D01,12.669999999999998,3
2022,D01,12.67,1
2022,D01,12.670000000000002,1
2022,D01,12.68,12
2022,D01,12.680000000000001,2
2022,D01,12.7,1306
2022,D01,12.700000000000001,360
2022,D01,12.719999999999999,5
2022,D01,12.729999999999999,2
2022,D01,12.73,2
2022,D01,12.749999999999998,1
2022,D01,12.75,1404
2022,D01,12.76,1
2022,D01,12.77,5
2022,D01,12.770000000000001,1
2022,D01,12.78,2
2022,D01,12.780000000000001,3
2022,D01,12.799999999999999,385
2022,D01,12.8,1472
2022,D01,12.82,2
2022,D01,12.829999999999998,1
2022,D01,12.83,2
2022,D01,12.85,949
2022,D01,12.850000000000001,628
2022,D01,12.86,3
2022,D01,12.87,4
2022,D01,12.870000000000001,5
2022,D01,12.879999999999999,5
2022,D01,12.88,5
2022,D01,12.899999999999999,641
2022,D01,12.9,1082
2022,D01,12.91,1
2022,D01,12.92,1
2022,D01,12.920000000000002,1
2022,D01,12.93,7
2022,D01,12.930000000000001,6
2022,D01,12.95,1206
2022,D01,12.950000000000001,351
2022,D01,12.969999999999999,8
2022,D01,12.97,3
2022,D01,12.979999999999999,3
2022,D01,12.98,3
2022,D01,13.0,2090
2022,D01,13.01,2
2022,D01,13.02,6
2022,D01,13.020000000000001,2
2022,D01,13.03,2
2022,D01,13.030000000000001,4
2022,D01,13.049999999999999,301
2022,D01,13.05,1303
2022,D01,13.07,3
2022,D01,13.08,10
2022,D01,13.080000000000002,3
2022,D01,13.1,1168
2022,D01,13.100000000000001,762
2022,D01,13.110000000000001,1
2022,D01,13.12,6
2022,D01,13.120000000000001,3
2022,D01,13.129999999999999,7
2022,D01,13.13,3
2022,D01,13.149999999999999,612
2022,D01,13.15,998
2022,D01,13.16,2
2022,D01,13.169999999999998,1
2022,D01,13.17,6
2022,D01,13.170000000000002,3
2022,D01,13.18,8
2022,D01,13.180000000000001,4
2022,D01,13.2,1675
2022,D01,13.200000000000001,473
2022,D01,13.209999999999999,1
2022,D01,13.21,2
2022,D01,13.219999999999999,3
2022,D01,13.22,4
2022,D01,13.229999999999999,3
2022,D01,13.23,4
2022,D01,13.25,1749
2022,D01,13.27,1
2022,D01,13.28,3
2022,D01,13.280000000000001,7
2022,D01,13.299999999999999,416
2022,D01,13.3,1577
2022,D01,13.309999999999999,1
2022,D01,13.319999999999999,1
2022,D01,13.32,4
2022,D01,13.329999999999998,1
2022,D01,13.33,5
2022,D01,13.330000000000002,2
2022,D01,13.35,1046
2022,D01,13.350000000000001,679
2022,D01,13.36,1
2022,D01,13.37,1
2022,D01,13.370000000000001,3
2022,D01,13.379999999999999,5
2022,D01,13.38,2
2022,D01,13.399999999999999,911
2022,D01,13.4,1476
2022,D01,13.41,1
2022,D01,13.42,5
2022,D01,13.420000000000002,1
2022,D01,13.43,10
2022,D01,13.430000000000001,3
2022,D01,13.45,1394
2022,D01,13.450000000000001,412
2022,D01,13.46,1
2022,D01,13.469999999999999,3
2022,D01,13.47,1
2022,D01,13.48,2
2022,D01,13.5,2001
2022,D01,13.52,5
2022,D01,13.520000000000001,3
2022,D01,13.53,5
2022,D01,13.530000000000001,5
2022,D01,13.549999999999999,378
2022,D01,13.55,1421
2022,D01,13.559999999999999,1
2022,D01,13.56,1
2022,D01,13.569999999999999,3
2022,D01,13.57,5
2022,D01,13.579999999999998,1
2022,D01,13.58,5
2022,D01,13.580000000000002,2
2022,D01,13.6,1494
2022,D01,13.600000000000001,930
2022,D01,13.610000000000001,1
2022,D01,13.62,3
2022,D01,13.620000000000001,2
2022,D01,13.629999999999999,7
2022,D01,13.63,3
2022,D01,13.649999999999999,756
2022,D01,13.65,1212
2022,D01,13.66,1
2022,D01,13.669999999999998,1
2022,D01,13.67,8
2022,D01,13.670000000000002,1
2022,D01,13.68,6
2022,D01,13.680000000000001,2
2022,D01,13.7,1766
2022,D01,13.700000000000001,490
2022,D01,13.71,1
2022,D01,13.719999999999999,5
2022,D01,13.72,3
2022,D01,13.73,3
2022,D01,13.75,1966
2022,D01,13.759999999999998,1
2022,D01,13.76,2
2022,D01,13.77,4
2022,D01,13.770000000000001,1
2022,D01,13.78,2
2022,D01,13.780000000000001,6
2022,D01,13.799999999999999,493
2022,D01,13.8,2002
2022,D01,13.81,2
2022,D01,13.819999999999999,1
2022,D01,13.82,5
2022,D01,13.83,4
2022,D01,13.85,1228
2022,D01,13.850000000000001,852
2022,D01,13.87,4
2022,D01,13.870000000000001,3
2022,D01,13.879999999999999,4
2022,D01,13.88,8
2022,D01,13.899999999999999,894
2022,D01,13.9,1483
2022,D01,13.919999999999998,2
2022,D01,13.92,5
2022,D01,13.920000000000002,1
2022,D01,13.93,13
2022,D01,13.95,1561
2022,D01,13.950000000000001,451
2022,D01,13.96,1
2022,D01,13.969999999999999,4
2022,D01,13.97,5
2022,D01,13.979999999999999,2
2022,D01,13.98,6
2022,D01,14.0,2684
2022,D01,14.01,1
2022,D01,14.02,9
2022,D01,14.020000000000001,2
2022,D01,14.03,5
2022,D01,14.030000000000001,11
2022,D01,14.049999999999999,456
2022,D01,14.05,1787
2022,D01,14.059999999999999,3
2022,D01,14.06,2
2022,D01,14.069999999999999,2
2022,D01,14.07,9
2022,D01,14.079999999999998,6
2022,D01,14.08,7
2022,D01,14.080000000000002,2
2022,D01,14.099999999999998,1
2022,D01,14.1,1427
2022,D01,14.100000000000001,982
2022,D01,14.11,2
2022,D01,14.12,7
2022,D01,14.120000000000001,5
2022,D01,14.129999999999999,8
2022,D01,14.13,6
2022,D01,14.14,1
2022,D01,14.149999999999999,810
2022,D01,14.15,1280
2022,D01,14.16,2
2022,D01,14.169999999999998,1
2022,D01,14.17,4
2022,D01,14.170000000000002,3
2022,D01,14.18,13
2022,D01,14.180000000000001,2
2022,D01,14.2,2109
2022,D01,14.200000000000001,582
2022,D01,14.21,1
2022,D01,14.219999999999999,8
2022,D01,14.22,4
2022,D01,14.229999999999999,1
2022,D01,14.23,8
2022,D01,14.25,2321
2022,D01,14.250000000000002,1
2022,D01,14.26,1
2022,D01,14.260000000000002,1
2022,D01,14.27,6
2022,D01,14.270000000000001,2
2022,D01,14.28,7
2022,D01,14.280000000000001,4
2022,D01,14.299999999999999,536
2022,D01,14.3,2094
2022,D01,14.319999999999999,1
2022,D01,14.32,7
2022,D01,14.329999999999998,5
2022,D01,14.33,7
2022,D01,14.330000000000002,2
2022,D01,14.35,1362
2022,D01,14.350000000000001,851
2022,D01,14.36,2
2022,D01,14.360000000000001,1
2022,D01,14.37,8
2022,D01,14.370000000000001,3
2022,D01,14.379999999999999,8
2022,D01,14.38,4
2022,D01,14.399999999999999,1142
2022,D01,14.4,1787
2022,D01,14.419999999999998,1
2022,D01,14.42,8
2022,D01,14.420000000000002,1
2022,D01,14.43,8
2022,D01,14.45,1888
2022,D01,14.450000000000001,528
2022,D01,14.46,1
2022,D01,14.469999999999999,5
2022,D01,14.47,2
2022,D01,14.479999999999999,2
2022,D01,14.48,12
2022,D01,14.5,2682
2022,D01,14.51,2
2022,D01,14.510000000000002,1
2022,D01,14.52,3
2022,D01,14.53,3
2022,D01,14.530000000000001,4
2022,D01,14.549999999999999,469
2022,D01,14.55,1817
2022,D01,14.56,1
2022,D01,14.569999999999999,1
2022,D01,14.57,13
2022,D01,14.579999999999998,5
2022,D01,14.58,8
2022,D01,14.580000000000002,3
2022,D01,14.6,1830
2022,D01,14.600000000000001,1248
2022,D01,14.61,3
2022,D01,14.62,3
2022,D01,14.620000000000001,7
2022,D01,14.629999999999999,4
2022,D01,14.63,2
2022,D01,14.649999999999999,959
2022,D01,14.65,1458
2022,D01,14.66,2
2022,D01,14.669999999999998,2
2022,D01,14.67,6
2022,D01,14.670000000000002,3
2022,D01,14.68,6
2022,D01,14.680000000000001,5
2022,D01,14.7,2327
2022,D01,14.700000000000001,592
2022,D01,14.709999999999999,1
2022,D01,14.71,1
2022,D01,14.719999999999999,8
2022,D01,14.72,6
2022,D01,14.729999999999999,3
2022,D01,14.73,15
2022,D01,14.75,2395
2022,D01,14.76,3
2022,D01,14.760000000000002,3
2022,D01,14.77,12
2022,D01,14.770000000000001,3
2022,D01,14.78,3
2022,D01,14.780000000000001,7
2022,D01,14.799999999999999,628
2022,D01,14.8,2534
2022,D01,14.809999999999999,1
2022,D01,14.81,1
2022,D01,14.819999999999999,1
2022,D01,14.82,6
2022,D01,14.829999999999998,4
2022,D01,14.83,4
2022,D01,14.830000000000002,3
2022,D01,14.85,1476
2022,D01,14.850000000000001,1014
2022,D01,14.86,4
2022,D01,14.87,3
2022,D01,14.870000000000001,5
2022,D01,14.879999999999999,4
2022,D01,14.88,3
2022,D01,14.899999999999999,1151
2022,D01,14.9,1789
2022,D01,14.91,1
2022,D01,14.919999999999998,1
2022,D01,14.92,3
2022,D01,14.920000000000002,3
2022,D01,14.93,9
2022,D01,14.930000000000001,1
2022,D01,14.95,2050
2022,D01,14.950000000000001,499
2022,D01,14.959999999999999,1
2022,D01,14.96,3
2022,D01,14.969999999999999,5
2022,D01,14.97,5
2022,D01,14.979999999999999,1
2022,D01,14.98,10
2022,D01,15.0,3200
2022,D01,15.01,3
2022,D01,15.02,8
2022,D01,15.020000000000001,1
2022,D01,15.03,6
2022,D01,15.030000000000001,7
2022,D01,15.049999999999999,558
2022,D01,15.05,2176
2022,D01,15.069999999999999,1
2022,D01,15.07,10
2022,D01,15.079999999999998,3
2022,D01,15.08,12
2022,D01,15.080000000000002,4
2022,D01,15.1,1885
2022,D01,15.100000000000001,1236
2022,D01,15.12,4
2022,D01,15.120000000000001,6
2022,D01,15.129999999999999,8
2022,D01,15.13,4
2022,D01,15.149999999999999,1046
2022,D01,15.15,1646
2022,D01,15.16,1
2022,D01,15.17,5
2022,D01,15.170000000000002,2
2022,D01,15.18,7
2022,D01,15.180000000000001,2
2022,D01,15.19,1
2022,D01,15.2,2590
2022,D01,15.200000000000001,694
2022,D01,15.21,2
2022,D01,15.219999999999999,5
2022,D01,15.22,5
2022,D01,15.229999999999999,1
2022,D01,15.23,8
2022,D01,15.25,2628
2022,D01,15.26,1
2022,D01,15.27,5
2022,D01,15.270000000000001,1
2022,D01,15.28,5
2022,D01,15.280000000000001,6
2022,D01,15.299999999999999,630
2022,D01,15.3,2657
2022,D01,15.309999999999999,1
2022,D01,15.31,1
2022,D01,15.319999999999999,3
2022,D01,15.32,4
2022,D01,15.329999999999998,1
2022,D01,15.33,10
2022,D01,15.330000000000002,3
2022,D01,15.35,1650
2022,D01,15.350000000000001,1110
2022,D01,15.36,2
2022,D01,15.360000000000001,1
2022,D01,15.37,5
2022,D01,15.370000000000001,6
2022,D01,15.379999999999999,11
2022,D01,15.38,7
2022,D01,15.399999999999999,1280
2022,D01,15.4,2069
2022,D01,15.41,5
2022,D01,15.419999999999998,1
2022,D01,15.42,4
2022,D01,15.43,8
2022,D01,15.430000000000001,6
2022,D01,15.45,2278
2022,D01,15.450000000000001,591
2022,D01,15.46,3
2022,D01,15.469999999999999,10
2022,D01,15.47,8
2022,D01,15.479999999999999,3
2022,D01,15.48,8
2022,D01,15.5,3410
2022,D01,15.510000000000002,1
2022,D01,15.52,13
2022,D01,15.520000000000001,4
2022,D01,15.53,8
2022,D01,15.530000000000001,8
2022,D01,15.549999999999999,592
2022,D01,15.55,2309
2022,D01,15.569999999999999,4
2022,D01,15.57,10
2022,D01,15.579999999999998,2
2022,D01,15.58,9
2022,D01,15.580000000000002,1
2022,D01,15.6,2168
2022,D01,15.600000000000001,1435
2022,D01,15.61,2
2022,D01,15.62,2
2022,D01,15.620000000000001,7
2022,D01,15.629999999999999,8
2022,D01,15.63,7
2022,D01,15.649999999999999,1233
2022,D01,15.65,1793
2022,D01,15.66,3
2022,D01,15.669999999999998,4
2022,D01,15.67,10
2022,D01,15.670000000000002,4
2022,D01,15.68,10
2022,D01,15.680000000000001,2
2022,D01,15.7,2709
2022,D01,15.700000000000001,676
2022,D01,15.71,4
2022,D01,15.719999999999999,7
2022,D01,15.72,5
2022,D01,15.729999999999999,6
2022,D01,15.73,13
2022,D01,15.75,2950
2022,D01,15.76,2
2022,D01,15.760000000000002,3
2022,D01,15.77,11
2022,D01,15.78,3
2022,D01,15.780000000000001,9
2022,D01,15.79,1
2022,D01,15.799999999999999,761
2022,D01,15.8,3000
2022,D01,15.81,1
2022,D01,15.819999999999999,3
2022,D01,15.82,8
2022,D01,15.829999999999998,3
2022,D01,15.83,8
2022,D01,15.830000000000002,4
2022,D01,15.85,1883
2022,D01,15.850000000000001,1265
2022,D01,15.86,2
2022,D01,15.87,5
2022,D01,15.870000000000001,4
2022,D01,15.879999999999999,9
2022,D01,15.88,5
2022,D01,15.899999999999999,1416
2022,D01,15.9,2169
2022,D01,15.91,3
2022,D01,15.919999999999998,2
2022,D01,15.92,8
2022,D01,15.920000000000002,1
2022,D01,15.93,11
2022,D01,15.930000000000001,4
2022,D01,15.95,2347
2022,D01,15.950000000000001,629
2022,D01,15.96,3
2022,D01,15.969999999999999,4
2022,D01,15.97,4
2022,D01,15.979999999999999,3
2022,D01,15.98,15
2022,D01,15.99,1
2022,D01,16.0,3769
2022,D01,16.01,1
2022,D01,16.02,10
2022,D01,16.020000000000003,1
2022,D01,16.029999999999998,3
2022,D01,16.03,15
2022,D01,16.049999999999997,235
2022,D01,16.05,2952
2022,D01,16.06,3
2022,D01,16.07,10
2022,D01,16.08,16
2022,D01,16.080000000000002,5
2022,D01,16.099999999999998,432
2022,D01,16.1,3285
2022,D01,16.119999999999997,5
2022,D01,16.12,10
2022,D01,16.13,6
2022,D01,16.130000000000003,1
2022,D01,16.15,2823
2022,D01,16.150000000000002,410
2022,D01,16.16,1
